
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			    *,		10,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,	  		*,		10,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
			TAG_Pirates,                          *,		1000,	500

	<Category> Masks
		FP4_Hood_LES,                         			*,		500,	250
		FP4_Hood_black,															*,		500,	250
		FP4_Hood_Autumn,                      			*,		500,	250
		FP4_Hood_Summer,                      			*,		500,	250
		FP4_Hood_vkpo,                        			*,		500,	250
		FP4_Hood_Beige,                       			*,		500,	250
		FP4_Hood_City,                        			*,		500,	250
		FP4_Hood_Desert,                     			  *,		500,	250
		FP4_Hood_Winter,                      			*,		500,	250
		fp4_Sharf,                            			*,		500,	250
		MSFCTacticalBeardBlack,											*,		100,		65
		MSFCTacticalBeardGray,											*,		100,		65
		MSFCTacticalBeardBlonde,										*,		100,		65
		MSFCTacticalBeardBrown,											*,		100,		65
		MSFCTacticalBeardRed,												*,		100,		65
		SurgicalMask,																*,		450,		130
		BandanaMask_PolkaPattern,										*,		450,		160
		BandanaMask_RedPattern,											*,		450,		160
		BandanaMask_BlackPattern,										*,		450,		160
		BandanaMask_GreenPattern,										*,		400,		180
		BandanaMask_CamoPattern,										*,		450,		100
		MSFCBandanaMulticamBlackMask,								*,		450,		220
		MSFCBandanaMulticamTropicMask,							*,		450,		220
		MSFCBandanaMulticamMask,										*,		450,		220
		MSFCBandanaSURPATMask,											*,		450,		220
		MSFCBandanaSURPATDesertMask,								*,		450,		220
		MSFCBandanaATACSAUMask,											*,		450,		220
		MSFCBandanaATACSAUMask,											*,		450,		220
		NioshFaceMask,															*,		450,		220
		HockeyMask,																	*,		450,		220
		WeldingMask,																*,		450,		220
		//HoxtonMask,																*,		400,		100
		//WolfMask,																	*,		400,		100
		//DallasMask,																*,		400,		100
		MSFCTacticalMaskSURPATDesert,								*,		400,		150
		MSFCTacticalMaskSURPAT,											*,		400,		150
		MSFCTacticalMaskMulticamBlack,							*,		400,		150
		MSFCTacticalMaskMulticamTropic,							*,		400,		150
		MSFCTacticalMaskMulticam,										*,		400,		150
		MSFCTacticalMaskATACSAU,										*,		400,		150
		MSFCTacticalMaskATACSAU,										*,		400,		150
		MSFCMulticamBlackMask,											*,		400,		150
		MSFCMulticamTropicMask,											*,		400,		150
		MSFCMulticamMask,	                          *,		400,		150
		MSFC_FaceMack_MulticamBlack,								*,		400,		150
		MSFC_FaceMack_MulticamTropic,								*,		400,		150
		MSFC_FaceMack_Multicam,											*,		400,		150
		MSFC_FaceMack_Skull,												*,		400,		150
		MSFC_FaceMack_Black,												*,		400,		150
		MSFC_FaceMack_Green,												*,		400,		150
		MSFC_FaceMack_Desert,												*,		400,		150
		MSFC_FaceMack_Gray,													*,		400,		150
		MSFC_FaceMack_SURPATDesert,									*,		400,		150
		MSFC_FaceMack_SURPAT,												*,		400,		150
		MSFC_FaceMack_ATACSAU,											*,		400,		150
		MSFC_FaceMack_ATACSAU,											*,		400,		150
		MSFCVenomMask,															*,		400,		150
		MSFCGhostMask,															*,		400,		150
		MSFCDigitalNavyMask,												*,		400,		150
		MSFCRMRMask,																*,		400,		150
		MSFCACUMask,																*,		400,		150
		MSFCATACSAUMask,														*,		400,		150
		MSFCATACSAUMask,														*,		200,		100
		MSFC_BalaclavaMask_Green,										*,		300,		100
		MSFC_BalaclavaMask_Black,										*,		300,		100
		MSFC_BalaclavaMask_Desert,									*,		300,		100
		MSFC_BalaclavaMask_Skull,										*,		300,		100
		MSFCBalaclava3HolesDemonSkull,							*,		300,		100
		MSFCBalaclavaBlackSkullGhosts,							*,		300,		100
		MSFCBalaclavaBlackDemonSkull,								*,		300,		100
		MSFCBalaclavaBlackSugarSkull,								*,		300,		100
		MSFCBalaclavaBlackDevilRed,									*,		300,		100
		MSFCBalaclavaBlackDevilRog,									*,		300,		100
		MSFCBalaclavaBlackSkullAllien,							*,		300,		100
		MSFCBalaclavaBlackSkullUSA,									*,		300,		100
		MSFCBalaclavaBlackBear,											*,		300,		100
		MSFCBalaclavaBlackTiger,										*,		300,		100
		MSFCBalaclavaBlackFireSkull,								*,		300,		100
		//MSFCBalaclavaBlack		MSFC,								*,		300,		100
		MSFCBalaclavaBlackSpider,										*,		300,		100
		MSFCBalaclavaBlackDemonHell,								*,		300,		100
		MSFCBalaclavaBlackChastener,								*,		300,		100
		MSFCBalaclavaBlackSamurai,									*,		300,		100
		MSFCBalaclavaBlackSkullPaint,								*,		300,		100
		MSFCBalaclavaBlackSpiderVenomCarnage,				*,		300,		100
		MSFCBalaclavaBlackBloodyMouth,							*,		300,		100
		MSFCBalaclavaBlackPrizrak,									*,		300,		100
		//MilitaryGear_Balaclava3_PartizanM,					*,		100,		50
		//MilitaryGear_Balaclava3Skull_PartizanM,			*,		150,		75
		//MilitaryGear_Balaclava3_Duckhunter,					*,		100,		50
		//MilitaryGear_Balaclava3Skull_Duckhunter,		*,		150,		75
		//MilitaryGear_Balaclava3_Multicam,						*,		100,		50
		//MilitaryGear_Balaclava3Skull_Multicam,			*,		150,		75
		//MilitaryGear_Balaclava3_Splinter,						*,		100,		50
		//MilitaryGear_Balaclava3Skull_Splinter,			*,		150,		75
		//MilitaryGear_Balaclava3_Splinter_Dark,			*,		100,		50
		//MilitaryGear_Balaclava3Skull_Splinter_Dark,	*,		150,		75
		//MilitaryGear_Balaclava3_Tiger,							*,		100,		50
		//MilitaryGear_Balaclava3Skull_Tiger,					*,		150,		75
		//MilitaryGear_Balaclava3_Woodland,						*,		100,		50
		//MilitaryGear_Balaclava3Skull_Woodland,			*,		150,		75
		//MilitaryGear_Balaclava3_FLT,								*,		100,		50
		//MilitaryGear_Balaclava3Skull_FLT,						*,		150,		75
		//MilitaryGear_Balaclava3_DPM,								*,		100,		50
		//MilitaryGear_Balaclava3Skull_DPM,						*,		150,		75
		//MilitaryGear_Balaclava3_MPAT,								*,		100,		50
		//MilitaryGear_Balaclava3Skull_MPAT,					*,		150,		75
		//MilitaryGear_Balaclava3_Partizan,						*,		100,		50
		//MilitaryGear_Balaclava3Skull_Partizan,			*,		150,		75
		//MilitaryGear_Balaclava3_Skol,								*,		100,		50
		//MilitaryGear_Balaclava3Skull_Skol,					*,		150,		75
		//MilitaryGear_Balaclava3_ATACS,							*,		100,		50
		//MilitaryGear_Balaclava3Skull_ATACS,					*,		150,		75
		//MilitaryGear_Balaclava3_CADPAT,							*,		100,		50
		//MilitaryGear_Balaclava3Skull_CADPAT,				*,		150,		75
		//MilitaryGear_Balaclava3_Tropic,							*,		100,		50
		//MilitaryGear_Balaclava3Skull_Tropic,				*,		150,		75
		//MilitaryGear_Balaclava3_Yeger,							*,		100,		50
		//MilitaryGear_Balaclava3Skull_Yeger,					*,		150,		75
		Balaclava3Holes_Blue,												*,		200,		100
		Balaclava3Holes_Beige,											*,		200,		100
		Balaclava3Holes_Black,											*,		200,		100
		Balaclava3Holes_Green,											*,		200,		100
		MSFCSTALKERDolgRespirator,									*,		200,		100
		MSFCSTALKERSvobodaRespirator,								*,		200,		100
		MSFCSTALKERMercRespirator,									*,		200,		100
		MSFCSTALKERMonolitRespirator,								*,		200,		100
		MSFCSTALKERClearSkyRespirator,							*,		200,		100
		MSFCSTALKERRespirator_Green,								*,		200,		100
		MSFCSTALKERBanditRespirator,								*,		200,		100

	<Category> Shirts
		TShirt_OrangeWhiteStripes,									*,		80,			20
		TShirt_RedBlackStripes,											*,		80,			20
		TShirt_Red,																	*,		80,			20
		TShirt_Blue,																*,		80,			20
		TShirt_White,																*,		100,		20
		TShirt_Grey,																*,		100,		20
		TShirt_Beige,																*,		100,		20
		TShirt_Black,																*,		120,		30
		TShirt_Green,																*,		120,		30
		TelnyashkaShirt,														*,		140,		30
		Shirt_RedCheck,															*,		160,		40
		Shirt_BlueCheckBright,											*,		160,		40
		Shirt_BlueCheck,														*,		160,		40
		Shirt_WhiteCheck,														*,		160,		40
		Shirt_PlaneBlack,														*,		170,		40
		Shirt_GreenCheck,														*,		180,		40
		Blouse_Violet,															*,		160,		40
		Blouse_Blue,																*,		160,		40
		Blouse_White,																*,		160,		40
		Blouse_Green,																*,		180,		40
		MedicalScrubsShirt_Blue,										*,		200,		50
		MedicalScrubsShirt_White,										*,		200,		50
		MedicalScrubsShirt_Green,										*,		200,		50
		ChernarusSportShirt,												*,		250,		60
		TacticalShirt_Grey,													*,		900,		100
		TacticalShirt_Tan,													*,		900,		100
		TacticalShirt_Black,												*,		900,		100
		TacticalShirt_Olive,												*,		900,		120
		MSFCTShirtMulticamBlack,										*,		900,		650
		//MilitaryGear_TacticalShirt_PartizanM,				*,		900,		200
		MSFCTShirtMulticamTropic,										*,		900,		400
		MSFCTShirtMulticam,													*,		900,		400
		MSFCTShirtBlack,														*,		900,		400
		MSFCTShirtPahom,														*,		900,		400
		MSFCTShirtDayZ,															*,		900,		400
		MSFCTShirtGreen,														*,		900,		400
		MSFCTShirtGreenElephant,										*,		900,		400
		MSFCTStarsTShirt,														*,		900,		400
		MSFCTShirtDayZCherno,												*,		900,		400
		MSFCTShirtSTALKER_RP,												*,		900,		400
		MSFCTShirtSTALKER_RP_Radiation,							*,		900,		400
		MSFCTShirtSURPATDesert,											*,		900,		400
		MSFCTShirtSURPAT,														*,		900,		400
		//MilitaryGear_TacticalShirt_Duckhunter,			*,		900,		400
		//MilitaryGear_TacticalShirt_Multicam,				*,		900,		400
		//MilitaryGear_TacticalShirt_Splinter,				*,		900,		400
		//MilitaryGear_TacticalShirt_Splinter_Dark,		*,		900,		400
		//MilitaryGear_TacticalShirt_Tiger,						*,		900,		400
		//MilitaryGear_TacticalShirt_Woodland,				*,		900,		400
		//MilitaryGear_TacticalShirt_FLT,							*,		900,		400
		//MilitaryGear_TacticalShirt_DPM,							*,		900,		400
		//MilitaryGear_TacticalShirt_MPAT,						*,		900,		400
		//MilitaryGear_TacticalShirt_Partizan,				*,		900,		400
		//MilitaryGear_TacticalShirt_Skol,						*,		900,		400
		//MilitaryGear_TacticalShirt_ATACS,						*,		900,		400
		//MilitaryGear_TacticalShirt_CADPAT,					*,		900,		300
		//MilitaryGear_TacticalShirt_Tropic,					*,		900,		300
		//MilitaryGear_TacticalShirt_Yeger,						*,		900,		200
		MSFCTShirtATACSAU,													*,		900,		300
		MSFCTShirtATACSAU,													*,		900,		300
		MSFCPCU5ATACSAUComander,										*,		850,		340
		MSFCPCU5MulticamBlackComander,							*,		850,		340
		MSFCPCU5MulticamBlackMedic,									*,		850,		340
		MSFCPCU5MulticamBlackReconnaissance,				*,		850,		340
		MSFCPCU5MulticamBlackSniper,								*,		850,		340
		MSFCPCU5MulticamBlackSapper,								*,		850,		340
		MSFCPCU5MulticamBlackMachineGun,						*,		850,		340
		MSFCPCU5MulticamBlackEngineer,							*,		850,		340
		MSFCPCU5MulticamBlackTrooper,								*,		850,		340
		MSFCPCU5MulticamBlackSupply,								*,		850,		340
		MSFCPCU5MulticamBlackPartComander,					*,		850,		340
		MSFCPCU5MulticamBlackNoPatch,								*,		850,		340
		MSFCPCU5MulticamTropicComander,							*,		850,		340
		MSFCPCU5MulticamTropicMedic,								*,		850,		340
		MSFCPCU5MulticamTropicReconnaissance,				*,		850,		340
		MSFCPCU5MulticamTropicSniper,								*,		850,		340
		MSFCPCU5MulticamTropicSapper,								*,		850,		340
		MSFCPCU5MulticamTropicMachineGun,						*,		850,		340
		MSFCPCU5MulticamTropicEngineer,							*,		850,		340
		MSFCPCU5MulticamTropicTrooper,							*,		850,		340
		MSFCPCU5MulticamTropicSupply,								*,		850,		340
		MSFCPCU5MulticamTropicPartComander,					*,		850,		340
		MSFCPCU5MulticamTropicNoPatch,							*,		850,		340
		MSFCPCU5MulticamComander,										*,		850,		340
		MSFCPCU5MulticamMedic,											*,		850,		340
		MSFCPCU5MulticamReconnaissance,							*,		850,		340
		MSFCPCU5MulticamSniper,											*,		850,		340
		MSFCPCU5MulticamSapper,											*,		850,		340
		MSFCPCU5MulticamMachineGun,									*,		850,		340
		MSFCPCU5MulticamEngineer,										*,		850,		340
		MSFCPCU5MulticamTrooper,										*,		850,		340
		MSFCPCU5MulticamSupply,											*,		850,		340
		MSFCPCU5MulticamPartComander,								*,		850,		340
		MSFCPCU5MulticamNoPatch,										*,		850,		340
		MSFCPCU5SURPATDesertComander,								*,		850,		340
		MSFCPCU5SURPATDesertMedic,									*,		850,		340
		MSFCPCU5SURPATDesertReconnaissance,					*,		850,		340
		MSFCPCU5SURPATDesertSniper,									*,		850,		340
		MSFCPCU5SURPATDesertSapper,									*,		850,		340
		MSFCPCU5SURPATDesertMachineGun,							*,		850,		340
		MSFCPCU5SURPATDesertEngineer,								*,		850,		340
		MSFCPCU5SURPATDesertTrooper,								*,		850,		340
		MSFCPCU5SURPATDesertSupply,									*,		850,		340
		MSFCPCU5SURPATDesertPartComander,						*,		850,		340
		MSFCPCU5SURPATDesertNoPatch,								*,		850,		340
		MSFCPCU5SURPATComander,											*,		850,		340
		MSFCPCU5SURPATMedic,												*,		850,		340
		MSFCPCU5SURPATReconnaissance,								*,		850,		340
		MSFCPCU5SURPATSniper,												*,		850,		340
		MSFCPCU5SURPATSapper,												*,		850,		340
		MSFCPCU5SURPATMachineGun,										*,		850,		340
		MSFCPCU5SURPATEngineer,											*,		850,		340
		MSFCPCU5SURPATTrooper,											*,		850,		340
		MSFCPCU5SURPATSupply,												*,		850,		340
		MSFCPCU5SURPATPartComander,									*,		850,		340
		MSFCPCU5SURPATNoPatch,											*,		850,		340
		MSFCPCU5ATACSAUMedic,												*,		850,		340
		MSFCPCU5ATACSAUReconnaissance,							*,		850,		340
		MSFCPCU5ATACSAUSniper,											*,		850,		340
		MSFCPCU5ATACSAUSapper,											*,		850,		340
		MSFCPCU5ATACSAUMachineGun,									*,		850,		340
		MSFCPCU5ATACSAUEngineer,										*,		850,		340
		MSFCPCU5ATACSAUTrooper,											*,		850,		340
		MSFCPCU5ATACSAUSupply,											*,		850,		340
		MSFCPCU5ATACSAUPartComander,								*,		850,		340
		MSFCPCU5ATACSAUNoPatch,											*,		850,		340

	<Category> Hoodies & Sweater
		Sweater_Red,																*,		200,		50
		Sweater_Blue,																*,		200,		50
		Sweater_Gray,																*,		200,		50
		Sweater_Green,															*,		250,		60
		MSFCSweaterMulticamBlack,										*,		300,		160
		MSFCSweaterMulticamTropic,									*,		300,		100
		MSFCSweaterMulticam,												*,		300,		160
		MSFCSweaterSURPATDesert,										*,		300,		160
		MSFCSweaterSURPAT,													*,		300,		160
		MSFCSweaterATACSAU,													*,		300,		160
		//Hoodie_DrJ0nes,														*,		300,		600
		//Hoodie_GraffitiTiles,											*,		300,		160
		Hoodie_Red,																	*,		300,		160
		Hoodie_Blue,																*,		300,		160
		Hoodie_Grey,																*,		300,		160
		Hoodie_Brown,																*,		300,		160
		Hoodie_Black,																*,		300,		160
		Hoodie_Green,																*,		350,		170

	<Category> Жилеты
		ReflexVest,																	*,		500,		100
		PoliceVest,																	*,		3500,		2200
		MSFCPressVestSURPATDesert,									*,		3500,		2200
		MSFCPressVestSURPAT,												*,		3500,		2200
		MSFCPressVestMulticamBlack,									*,		3500,		2200
		MSFCPressVestMulticamTropic,								*,		3500,		2200
		MSFCPressVestMulticam,											*,		3500,		2200
		MSFCPressVestATACSAU,												*,		3500,		2200
		MSFCPressVestATACSAU,												*,		3500,		2200
		HuntingVest,																*,		5500,		1800
		PressVest_LightBlue,												*,		1200,		730
		PressVest_Blue,															*,		1200,		730
		UKAssVest_Black,														*,		1200,		730
		UKAssVest_Khaki,														*,		1200,		730
		UKAssVest_Olive,														*,		1200,		730
		UKAssVest_Camo,															*,		1200,		730
		MSFCSTALKERVest,														*,		2200,		1400
		MSFCSTALKERDolgVest,												*,		2200,		1400
		MSFCSTALKERSvobodaVest,											*,		2200,		1400
		MSFCSTALKERMercVest,												*,		2200,		1400
		MSFCSTALKERMonolitVest,											*,		2200,		1400
		MSFCSTALKERClearSkyVest,										*,		2200,		1400
		MSFCSTALKERBanditVest,											*,		2200,		1400
		MSFCSTALKERMilitaryVest,										*,		2200,		1400
		MSFCSTALKERVest_Green,											*,		2200,		1400
		//MilitaryGear_AssaultVest_PartizanM,					*,		1800,		750
		//MilitaryGear_AssaultVest_Duckhunter,				*,		1800,		750
		//MilitaryGear_AssaultVest_Multicam,					*,		1800,		750
		//MilitaryGear_AssaultVest_Splinter,					*,		1800,		750
		//MilitaryGear_AssaultVest_Splinter_Dark,		  *,		1800,		750
		//MilitaryGear_AssaultVest_Tiger,							*,		1800,		750
		//MilitaryGear_AssaultVest_Woodland,					*,		1800,		750
		//MilitaryGear_AssaultVest_FLT,								*,		1800,		750
		//MilitaryGear_AssaultVest_DPM,								*,		1800,		750
		//MilitaryGear_AssaultVest_MPAT,							*,		1800,		750
		//MilitaryGear_AssaultVest_Partizan,					*,		1800,		750
		//MilitaryGear_AssaultVest_Skol,							*,		1800,		750
		//MilitaryGear_AssaultVest_ATACS,							*,		1800,		750
		//MilitaryGear_AssaultVest_CADPAT,						*,		1800,		750
		//MilitaryGear_AssaultVest_Tropic,						*,		1800,		750
		//MilitaryGear_AssaultVest_Yeger,							*,		1800,		750
		MSFCUKVestSURPAT,														*,		2900,		1090
		MSFCUKVestSURPATDesert,											*,		2900,		1090
		MSFCUKVestMulticamBlack,										*,		2900,		1090
		MSFCUKVestMulticamTropic,										*,		2900,		1090
		MSFCUKVestMulticam,													*,		2900,		1090
		MSFCUKVestATACSAU,													*,		2900,		1090
		MSFCUKVestATACSAU,													*,		2900,		1090
		//MilitaryGear_HighCapVest_PartizanM,					*,		2900,		1090
		//MilitaryGear_HighCapVest_Duckhunter,				*,		2900,		1090
		//MilitaryGear_HighCapVest_Multicam,					*,		2900,		1090
		//MilitaryGear_HighCapVest_Splinter,					*,		2900,		1090
		//MilitaryGear_HighCapVest_Splinter_Dark,	 		*,		2900,		1090
		//MilitaryGear_HighCapVest_Tiger,							*,		2900,		1090
		//MilitaryGear_HighCapVest_Woodland,					*,		2900,		1090
		//MilitaryGear_HighCapVest_FLT,								*,		2900,		1090
		//MilitaryGear_HighCapVest_DPM,								*,		2900,		1090
		//MilitaryGear_HighCapVest_MPAT,							*,		2900,		1090
		//MilitaryGear_HighCapVest_Partizan,					*,		2900,		1090
		//MilitaryGear_HighCapVest_Skol,							*,		2900,		1090
		//MilitaryGear_HighCapVest_ATACS,							*,		2900,		1090
		//MilitaryGear_HighCapVest_CADPAT,						*,		2900,		1090
		//MilitaryGear_HighCapVest_Tropic,						*,		2900,		1090
		//MilitaryGear_HighCapVest_Yeger,							*,		2900,		1090
			HighCapacityVest_LES,                 			*,		2900,	1090
		SmershVest,																	*,		2500,		1190
		MSFCSmershVestSURPATDesert,									*,		2500,		1190
		MSFCSmershVestSURPAT,												*,		2500,		1190
		MSFCSmershVestMulticamBlack,								*,		2500,		1190
		MSFCSmershVestMulticamTropic,								*,		2500,		1190
		MSFCSmershVestMulticam,											*,		2500,		1190
		MSFCSmershVestBlack,												*,		2500,		1190
		MSFCSmershVestGreen,												*,		2500,		1190
		MSFCSmershVestTan,													*,		2500,		1190
		MSFCSmershVestGray,													*,		2500,		1190
		MSFCRMRSmershVest,													*,		2500,		1190
		MSFCSmershVestEMR,													*,		2500,		1190
		MSFCSmershVestATACSAU,											*,		2500,		1190
		MSFCSmershVestATACSAU,											*,		2500,		1190
		MSFCTacVestSURPATDesert,										*,		2900,		2500
		MSFCTacVestSURPATDesertLogo,								*,		2900,		2500
		MSFCTacVestSURPATDesertMedic,								*,		2900,		2500
		MSFCTacVestSURPAT,													*,		2900,		2500
		MSFCTacVestSURPATLogo,											*,		2900,		2500
		MSFCTacVestSURPATMedic,											*,		2900,		2500
		MSFCTacVestMulticamBlack,										*,		2900,		2500
		MSFCTacVestMulticamBlackLogo,							  *,		2900,		2500
		MSFCTacVestMulticamBlackMedic,							*,		2900,		2500
		MSFCTacVestMulticamTropic,									*,		2900,		2500
		MSFCTacVestMulticamTropicLogo,							*,		2900,		2500
		MSFCTacVestMulticamTropicMedic,							*,		2900,		2500
		MSFCTacVestMulticam,												*,		2900,		2500
		MSFCTacVestMulticamLogo,										*,		2900,		2500
		MSFCTacVestMulticamMedic,										*,		2900,		2500
		MSFCTacVestATACSAU,													*,		2900,		2500
		MSFCTacVestATACSAULogo,											*,		2900,		2500
		MSFCTacVestATACSAUMedic,										*,		2900,		2500
		MSFCTacVestATACSAU,													*,		2900,		2500
		MSFCTacVestATACSAULogo,											*,		2900,		2500
		MSFCTacVestATACSAUMedic,										*,		2900,		2500
		HighCapacityVest_Black,											*,		2900,		2500
		HighCapacityVest_Olive,											*,		2900,		2500
		MSFCCSATVest,																*,		6000,		2500
		MSFCRBGVest,																*,		6000,		2500
		MSFCOFPResistanceVest,											*,		6000,		2500
		MSFCRussianMilitaryVest,										*,		6000,		2500
		MSFCBlackCamoVest,													*,		6000,		2500
		MSFCUmbrellaVest,														*,		6000,		2500
		MSFCStarsVest,															*,		6000,		2500
		MSFCDigitalNavyVest,												*,		6000,		2500
		MSFCBlackTekStoVest,												*,		6000,		2500
		MSFCCadpatVest,															*,		3000,		1250
		TOPVest_ColorBase,  												*,		6000,		3500
		TOPVest_blue,																*,		6000,		3500
		TOPVest_vkpo,																*,		6000,		3500
		TOPVest_black,															*,		6000,		3500
		TOPVest_desert,															*,		6000,		3500
		TOPVest_forest,															*,		6000,		3500

	<Category> Бронежелеты
		MSFC_PanteraAutumn_6B45,										*,		5000,		1200
		MSFC_Pantera_6B45,													*,		5000,		1200
		MSFC_6B45_Green,														*,		5000,		1200
		MSFC_6B45_Black,														*,		5000,		1200
		MSFC_6B45_Desert,														*,		5000,		1200
		MSFC_6B45_EMR,															*,		5000,		1200
		MSFC_6B45_TTSKO,														*,		5000,		1200
		MSFC_MTV_Green,															*,		10000,	4000
		MSFC_MTV_Black,															*,		10000,	4000
		MSFC_MTV_Desert,														*,		10000,	4000
		MSFC_6B23_Green,														*,		6000,		2500
		MSFC_6B23_Flora,														*,		6000,		2500
		MSFC_6B23_EMR,															*,		6000,		2500
		MSFC_6B23_TTSKO,														*,		6000,		2500
		MSFC_Defender_Vest_MulticamBlack,						*,		6000,		2500
		MSFC_Defender_Vest_MulticamTropic,					*,		6000,		2500
		MSFC_Defender_Vest_Green,										*,		6000,		2500
		MSFC_Defender_Vest_Black,										*,		6000,		2500
		MSFC_Defender_Vest_Desert,									*,		6000,		2500
		MSFC_Defender_Vest_EMR,											*,		6000,		2500
		MSFC_Defender_Vest_SURPATDesert,						*,		6000,		1550
		MSFC_Defender_Vest_SURPAT,									*,		3000,		1550
		MSFC_Defender_Vest_ATACSAU,									*,		6000,		1500
		MSFC_Defender_Vest_ATACSAU,									*,		6000,		1500
		MSFCRussianMilitaryPlateVest,								*,		25000,	4500
		MSFCFlecktarnPlateVest,											*,		25000,	4500
		MSFCBlackTekStoPlateVest,										*,		25000,	4500
		MSFCDigitalNavyPlateVest,										*,		25000,	4500
		MSFCUmbrellaPlateVest,											*,		25000,	4500
		MSFCRMRPlateVest,														*,		25000,	4500
		MSFCACUPlateVest,														*,		25000,	4500
		MSFCRMRAutumnPlateVest,											*,		25000,	4500
		MSFCKryptekBansheePlateVest,								*,		25000,	4500
		MSFCKryptekTyphonPlateVest,									*,		25000,	4500
		MSFCKryptekMandrakePlateVest,								*,		25000,	4500
		MSFCKryptekRaidPlateVest,										*,		25000,	4500
		MSFCKryptekWraithPlateVest,									*,		25000,	4500
		MSFCKryptekNeptunePlateVest,								*,		25000,	4500
		MSFCProjectHonorPlateVest,									*,		25000,	4500
		MSFCAOR2PlateVest,													*,		25000,	4500
		MSFC_Pantera_PlateVest,											*,		25000,	4500
		MSFC_PanteraAutumn_PlateVest,								*,		25000,	4500
		MSFCSTALKERDolgPlateVest,										*,		25000,	4500
		MSFCSTALKERClearSkyPlateVest,								*,		25000,	4500
		MSFCSTALKERMercPlateVest,										*,		25000,	4500
		MSFCSTALKERMonolitPlateVest,								*,		25000,	4500
		MSFCSTALKERSvobodaPlateVest,								*,		25000,	4500
		PlateCarrierVest,														*,		25000,	8000
		//MilitaryGear_PlateCarrier_FLT,							*,		25000,	4500
		//MilitaryGear_PlateCarrier_PartizanM,				*,		25000,	4500
		//MilitaryGear_PlateCarrier_Duckhunter,				*,		25000,	4500
		//MilitaryGear_PlateCarrier_Multicam,					*,		25000,	4500
		//MilitaryGear_PlateCarrier_Splinter,					*,		25000,	4500
		//MilitaryGear_PlateCarrier_Splinter_Dark,		*,		25000,	4500
		//MilitaryGear_PlateCarrier_Tiger,						*,		25000,	4500
		//MilitaryGear_PlateCarrier_Woodland,					*,		25000,	4500
		//MilitaryGear_PlateCarrier_DPM,							*,		25000,	4500
		//MilitaryGear_PlateCarrier_MPAT,							*,		25000,	4500
		//MilitaryGear_PlateCarrier_Skol,							*,		25000,	4500
		//MilitaryGear_PlateCarrier_ATACS,						*,		25000,	4500
		//MilitaryGear_PlateCarrier_CADPAT,						*,		25000,	4500
		//MilitaryGear_PlateCarrier_Tropic,						*,		25000,	4500
		//MilitaryGear_PlateCarrier_Yeger,						*,		25000,	4500
		MSFCPlateCarrierVestSURPATDesert,						*,		25000,	4500
		MSFCPlateCarrierVestSURPATDesertLogo,				*,		25000,	4500
		MSFCPlateCarrierVestSURPATMedic,						*,		25000,	4500
		MSFCPlateCarrierVestMulticamBlackMedic,			*,		25000,	4500
		MSFCPlateCarrierVestMulticamTropicMedic,		*,		25000,	4500
		MSFCPlateCarrierVestMulticamMedic,					*,		25000,	4500
		MSFCPlateCarrierVestATACSAUMedic,						*,		25000,	4500
		MSFCPlateCarrierVestATACSAUMedic,						*,		25000,	4500
		MSFCPlateCarrierVestSURPATDesertMedic,			*,		25000,	4500
		MSFCPlateCarrierVestSURPAT,									*,		25000,	4500
		MSFCPlateCarrierVestSURPATLogo,							*,		25000,	4500
		MSFCPlateCarrierVestMulticamBlack,					*,		25000,	4500
		MSFCPlateCarrierVestMulticamBlackLogo,			*,		25000,	4500
		MSFCPlateCarrierVestMulticamTropic,					*,		25000,	4500
		MSFCPlateCarrierVestMulticamTropicLogo,			*,		25000,	4500
		MSFCPlateCarrierVestMulticam,								*,		25000,	4500
		MSFCPlateCarrierVestMulticamLogo,						*,		25000,	4500
		MSFCPlateCarrierVestATACSAU,							  *,		25000,	4500
		MSFCPlateCarrierVestATACSAULogo,						*,		25000,	4500
		MSFCPlateCarrierVestATACSAU,								*,		25000,	4500
		MSFCPlateCarrierVestATACSAULogo,						*,		25000,	4500

	<Category> Куртки
		LabCoat,																		*,		100,		50
		TrackSuitJacket_Red,												*,		150,		50
		TrackSuitJacket_LightBlue,									*,		150,		50
		TrackSuitJacket_Blue,												*,		150,		50
		TrackSuitJacket_Black,											*,		150,		50
